DLL Author Name,Authorized Name,DLL Work Record
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De peccatorum meritis et remissione et de baptismo paruulorum (80167)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De disciplina christiana (80135)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Soliloquiorum animae ad Deum (dub.) (91192)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Contra Adimantum (80103)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Opusculum IIII Sive Sermo In Circumcisione Domini (90774)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Retractationum libri duo (80199)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Commonitorium (90742)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De perfectione iustitiae hominis (80168)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De diuersis quaestionibus ad Simplicianum (80136)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Speculum (dub.) (91193)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Contra aduersarium legis et prophetarum (80104)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Psalterium (90775)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Quaestionum in Pentateuchum (90776)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",(Tractatus) De duodecim lapidibus (dub.) (91162)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Sermo ad Caesariensis ecclesiae plebem (80200)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Contra Partem Donati post Gesta (90744)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De praedestinatione sanctorum (80169)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De diuersis quaestionibus octoginta tribus (80137)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Speculum peccatoris (dub.) (91194)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Contra Cresconium (80105)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Regula ad Servos Dei (90777)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Cantici Magnificat Expositio (dub.) (91163)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Sermo contra Pelagium (80201)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Contra Secundum Juliani Responsionem imperfectum (90745)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De quantitate animae (80170)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De diuinatione daemonum (80138)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Tractatus de charitate (dub.) (91195)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Contra Donatistas (80106)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Regula Secunda (90778)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De assumptione Beatae Mariae Virginis (dub.) (91164)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Sermo de passione Domini (80202)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De Actis cum Felice Manichaeo (90746)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De sancta uirginitate (80171)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De doctrina christiana (80139)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Tractatus de creatione primi hominis (dub.) (91196)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Contra duas epistulas Pelagianorum (80107)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Regulae Clericis Traditae Fragmentum   (90779)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De diligendo Deo (dub.) (91165)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Sermo de prouidentia Dei (80203)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De Altercatione Ecclesiae Et Synagogae Dialogus (90747)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De sermone Domini in monte (80172)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De dono perseuerantiae (80140)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Tractatus de oratione et eleemosyna (dub.) (91197)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Contra epistulam Manichaei quam uocant fundamenti (80108)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Scriptura Sacrae Locutionum  (90780)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De duodecim abusionum gradibus (dub.) (91166)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Sermo de responsorio psalmi: 'Da nobis auxilium de tribulatione' (80204)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De Amicitia (90748)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De spiritu et littera (80173)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De duabus animabus (80141)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Tractatus de septem vitiis et septem donis spiritus sancti (dub.) (91198)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Contra epistulam Parmeniani (80109)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Contra Faustum (80110)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Sermo Arianorum (90781)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De essentia divinitatis (dub.) (91167)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Sermo de symbolo (80205)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De Antichristo (90749)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De symbolo ad catechumenos (80174)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De fide et operibus (80142)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Contra Felicem (80111)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Sermo De Obedientia Et Humilitate (90782)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De fide ad Petrum sive de regula verae fidei (dub.) (91168)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Sermones (80206)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De Benedictionibus Jacob patriarchae (90750)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De trinitate (80175)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De fide et symbolo (80143)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Contra Fortunatum (80112)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De rectitudine Catholicae conversationis tractatus (dub.) (91169)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Sermones nouissimi (80207)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De Cantico Novo (90751)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De uera religione (80176)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De fide rerum inuisibilium (80144)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Contra Gaudentium (80113)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Sermo de Rusticiano subdiacono (90783)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De salutaribus documentis (dub.) (91170)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Sermones Suppositi (80208)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De Consolatione Mortuorum [Incertus. Joannes Chrisostomus] (90752)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De unico baptismo (80177)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De Genesi ad litteram imperfectus liber (80145)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Contra Iulianum (80114)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Sermo De Unctione Capitis Et De Pedibus Lavandis (90784)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De sobrietate et castitate (dub.) (91171)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Sermones Suppositi. Classis I. De Vetero Et Novo Testamento (80209)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De Contritione Cordis (90753)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De urbis excidio (80178)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De Genesi ad litteram libri duodecim (80146)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Contra Iulianum opus imperfectum (80115)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Sermo in Pervigilio Paschae de Esu Agni (90785)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De substantia dilectionis (dub.) (91172)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Sermones Suppositi. Classis II. De Tempore (80210)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De Grammatica   (90754)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De utilitate credendi (80179)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De Genesi contra Manichaeos (80147)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Contra litteras Petiliani (80116)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Sermones Ad Populum. Classis I. De Scripturis   (90786)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De trinitate et unitate Dei (dub.) (91173)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Sermones Suppositi. Classis III. De Sanctis (80211)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De incarnatione verbi ad Januarium; ex Origenis opere Peri Archon (90755)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De utilitate ieiunii (80180)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De gestis Pelagii (80148)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Contra Maximinum (80117)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Sermones Ad Populum. Classis II. De Tempore   (90787)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De triplici habitaculo (dub.) (91174)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Sermones Suppositi. Classis IIII. De Diversis (80212)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De Mirabilibus sacrae scripturae  (90756)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Enarrationes in Psalmos (80181)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De gratia Christi et de peccato originali (80149)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Contra mendacium (80118)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Sermones Ad Populum. Classis III. De Sanctis    (90788)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De unitate sanctae trinitatis dialogus (dub.) (91175)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Soliloquiorum libri duo (80213)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De Miraculis Sancti Stephani Protomartyris    (90757)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430","Enchiridion de fide, spe, et caritate (80182)"
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De gratia et libero arbitrio (80150)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Contra Priscillianistas et Origenistas (80119)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Sermones Ad Populum. Classis IIII. De Diversis.  (90789)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De visitatione infirmorum (dub.) (91176)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Speculum (80214)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De peccato originali libri dvo (90758)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Epistulae (80183)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De haeresibus (80151)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Contra Secundinum (80120)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Sermones Ad Populum. Classis V. Sermones Dubii (90790)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De vita Christiana (dub.) (91177)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",Versus de sancto Nabore (80215)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De Quarta Feria sive De Cultura Agri Dominici (90759)
"44566 : Augustine, of Hippo, Saint, 354-430","Augustine, of Hippo, Saint, 354-430",De immortalitate animae (80152)
"44568 : Celsus, Aulus Cornelius","Celsus, Aulus Cornelius",De Agricultura (80217)
"44568 : Celsus, Aulus Cornelius","Celsus, Aulus Cornelius",De Medicina (80218)
"44568 : Celsus, Aulus Cornelius","Celsus, Aulus Cornelius",De Rhetorica (80219)
"44569 : Gellius, Aulus","Gellius, Aulus",Noctes Atticae (80220)
"44570 : Aunarius, Saint, of Auxerre","Aunarius, Saint, of Auxerre",Epistola Ad Stephanum Abbatem (90800)
"44572 : Aurelianus, of Arles","Aurelianus, of Arles",Epistola Ad Theodebertum Regem [excerpta] (80221)
"44572 : Aurelianus, of Arles","Aurelianus, of Arles",Regula Ad Monachos (80222)
"44572 : Aurelianus, of Arles","Aurelianus, of Arles",Regula Ad Virgines (80223)
"44573 : Ambrose, Saint, Bishop of Milan","Ambrose, Saint, Bishop of Milan",In Epistolam Beati Pauli Ad Romanos (90823)
"44573 : Ambrose, Saint, Bishop of Milan","Ambrose, Saint, Bishop of Milan",De sacramentis (80248)
"44573 : Ambrose, Saint, Bishop of Milan","Ambrose, Saint, Bishop of Milan",In Epistolam Beati Pauli Ad Thessalonicenses Primam (90824)
"44573 : Ambrose, Saint, Bishop of Milan","Ambrose, Saint, Bishop of Milan",De spiritu sancto (80249)
"44573 : Ambrose, Saint, Bishop of Milan","Ambrose, Saint, Bishop of Milan",In Epistolam Beati Pauli Ad Thessalonicenses Secundam (90825)
"44573 : Ambrose, Saint, Bishop of Milan","Ambrose, Saint, Bishop of Milan",De Tobia (80250)
"44573 : Ambrose, Saint, Bishop of Milan","Ambrose, Saint, Bishop of Milan",In Epistolam Beati Pauli Ad Timotheum Primam (90826)
"44573 : Ambrose, Saint, Bishop of Milan","Ambrose, Saint, Bishop of Milan",De uiduis (80251)
"44573 : Ambrose, Saint, Bishop of Milan","Ambrose, Saint, Bishop of Milan",In Epistolam Beati Pauli Ad Timotheum Secundam (90827)
"44573 : Ambrose, Saint, Bishop of Milan","Ambrose, Saint, Bishop of Milan",De uirginibus (80252)
"44573 : Ambrose, Saint, Bishop of Milan","Ambrose, Saint, Bishop of Milan",In Epistolam Beati Pauli Ad Titum (90828)
"44573 : Ambrose, Saint, Bishop of Milan","Ambrose, Saint, Bishop of Milan",De uirginitate (80253)
"44573 : Ambrose, Saint, Bishop of Milan","Ambrose, Saint, Bishop of Milan",Liber de vitiorum virtutum conflictu (90829)
"44573 : Ambrose, Saint, Bishop of Milan","Ambrose, Saint, Bishop of Milan",Epigrammata (80254)
"44573 : Ambrose, Saint, Bishop of Milan","Ambrose, Saint, Bishop of Milan",Philosophorum breves Epistolae (90830)
"44573 : Ambrose, Saint, Bishop of Milan","Ambrose, Saint, Bishop of Milan",Epistulae (80255)
"44573 : Ambrose, Saint, Bishop of Milan","Ambrose, Saint, Bishop of Milan",Precationes duae ante Missam (90831)
"44573 : Ambrose, Saint, Bishop of Milan","Ambrose, Saint, Bishop of Milan",Epistulae ad concilium Aquileiense pertinentes (80256)
"44573 : Ambrose, Saint, Bishop of Milan","Ambrose, Saint, Bishop of Milan",Apologia Dauid altera (80224)
"44573 : Ambrose, Saint, Bishop of Milan","Ambrose, Saint, Bishop of Milan",Sermones S. Ambrosio ascripti (90832)
"44573 : Ambrose, Saint, Bishop of Milan","Ambrose, Saint, Bishop of Milan",Epistulae extra collectionem traditae (80257)
