Nid,DLL Author Record,Authorized Name,Author Name Latin,Author Name English,Author Name Native Language,Also known as,Other Alternative Name Form(s),Time Period,LoC Source,LofC URI,LoC ID,VIAF Source,PHI Author Name,Perseus Name,BNE Name,BNF Name,DNB Name,ICCU Name,ISNI Name,WorldCat Identity
89867,89867 : Abbo Metensis ca. 627 - 643,Abbo Metensis ca. 627 - 643,Abbo Metensis,,,,,Classical,,,,http://viaf.org/viaf/71750055,,Abbo Metensis ca. 627 – 643,,,Abbo Metensis ca. ca. 627 - 643,,,
44468,"44468 : Abbo, Monk of St. Germain, approximately 850-approximately 923","Abbo, Monk of St. Germain, approximately 850-approximately 923",Abbo Sangermanensis,Abbo of Saint-Germain,Abbon de Saint-Germain-des-Prés,,,Medieval,http://lccn.loc.gov/n85182069,https://id.loc.gov/authorities/names/n85182069,n85182069,http://viaf.org/viaf/25395909,,,,Abbon 0850?-0923?,Abbo de Sancto Germano 850-923,,Abbo,https://www.worldcat.org/identities/lccn-n85182069
45454,"45454 : Abbo, of Fleury, Saint","Abbo, of Fleury, Saint",Abbo Floriacensis,Saint Abbo of Fleury,Abbon de Fleury,,,Medieval,https://lccn.loc.gov/n82150366,http://id.loc.gov/authorities/names/n82150366,n82150366,https://viaf.org/viaf/9966678/,,,,,,,,
45131,"45131 : Abelard, Peter","Abelard, Peter",Petrus Abaelardus,Peter Abelard,Pierre Abélard,,,Medieval,http://lccn.loc.gov/n79142562,https://id.loc.gov/authorities/names/n79142562,n79142562,http://viaf.org/viaf/88995118,,"Abelard, Peter, 1079-1142","Abelardo, Pedro 1079-1142",Abélard Pierre 1079-1142,"Abaelard, Peter 1079-1142","Abaelardus , Petrus ","Abaelardus, Petrus",https://www.worldcat.org/identities/lccn-n79142562
89755,"89755 : Abercius, Saint, Bishop of Hierapolis, -approximately 200","Abercius, Saint, Bishop of Hierapolis, -approximately 200",,,,,,Classical,http://lccn.loc.gov/no00014333,https://id.loc.gov/authorities/names/no00014333,no00014333,http://viaf.org/viaf/75854919,,,,,Aberkios von Hierapolis ca. 2. Jh.,,Aberci de Hieràpolis,https://www.worldcat.org/identities/lccn-no00014333
71912,71912 : Ablabius,Ablabius,Ablabius,,,,,Classical,https://lccn.loc.gov/nr95020708,http://id.loc.gov/authorities/names/nr95020708,nr95020708,https://viaf.org/viaf/46652645,Ablabius,Ablabius,,,,,,
45683,"45683 : Accius, Lucius","Accius, Lucius",Lucius Accius,,,,,Classical,http://lccn.loc.gov/n80125819,https://id.loc.gov/authorities/names/n80125819,n80125819,http://viaf.org/viaf/4905872,Lucius Accius,"Accius, Lucius","Accio, Lucio",Accius Lucius 0170-0086? av. J.-C.,"Accius, Lucius ca. v170 - v85","Accius , Lucius","Accius, L. 170-ca.85 v.Chr",https://www.worldcat.org/identities/lccn-n80125819
91682,"91682 : Achaintre, Nicolas-Louis, 1771-1836","Achaintre, Nicolas-Louis, 1771-1836",,,,,,Neo-Latin,,,,http://viaf.org/viaf/27107328,,,,Achaintre Nicolas-Louis 1771-1836,"Achaintre, Nicolas Louis",,"Achaintre, Nicolas-Louis 1771-1836",
71106,"71106 : Achard, de Saint-Victor, -approximately 1171","Achard, de Saint-Victor, -approximately 1171",Achardus Sancti Victoris,"Achard, Bishop of Avranches",Achard de Saint-Victor,,,Medieval,http://lccn.loc.gov/n89618761,https://id.loc.gov/authorities/names/n89618761,n89618761,http://viaf.org/viaf/7741792,,,,Achard de Saint-Victor 11..-1171,,Achardus : de S. Victore,Achardus de S. Victore,https://www.worldcat.org/identities/lccn-n89618761
45551,"45551 : Achardus, of Arroasia","Achardus, of Arroasia",Achardus‏ ‎Arroasiensis,,Achardus de Arroasia,,,Medieval,,,,http://viaf.org/viaf/22494291,,,,,Achardus de Arroasia ca. 12. Jh.,,,
45936,"45936 : Achilles, of Spoleto","Achilles, of Spoleto",Achilleus Spoletanus,,,,,Classical,,,,http://viaf.org/viaf/44692390,,,,,Achilleus Spoletanus 419,,,
89882,89882 : Acholius,Acholius,Acholius,,,,,Classical,,,,http://viaf.org/viaf/305392494,,Acholius,,,,,,
90564,"90564 : Acilius Glabrio, Manius, approximately 55-95","Acilius Glabrio, Manius, approximately 55-95",Manius Acilius Glabrio,,,,,Classical,https://lccn.loc.gov/n2005077863,http://id.loc.gov/authorities/names/n2005077863,n2005077863,http://viaf.org/viaf/60956827,,,,,,,,http://www.worldcat.org/identities/lccn-n2005077863/
71192,"71192 : Acosta, José de, 1540-1600","Acosta, José de, 1540-1600",Iosephus‏ Acosta,,José de Acosta,,,Neo-Latin,http://lccn.loc.gov/n80161598,https://id.loc.gov/authorities/names/n80161598,n80161598,http://viaf.org/viaf/2465365,,,"Acosta, José de 1539-1600",,"Acosta, José de 1539-1600",,"Acosta, Jose de",https://www.worldcat.org/identities/lccn-n80161598
71534,"71534 : Acton, John, -1350","Acton, John, -1350",Johannes de Actona,John Acton,,,,Medieval,http://lccn.loc.gov/n84233832,https://id.loc.gov/authorities/names/n84233832,n84233832,http://viaf.org/viaf/5357362,,,,Acton Jean d' 12..-1350,"Acton, John d. 1350",,"Acton, John -1350",https://www.worldcat.org/identities/lccn-n84233832
89897,"89897 : Actorius Naso, Marcus","Actorius Naso, Marcus",Marcus Actorius Naso,,,,,Classical,,,,http://viaf.org/viaf/315536848,,"Actorius Naso, Marcus",,,,,,
44476,"44476 : Adalbéron, Bishop of Laon","Adalbéron, Bishop of Laon",Adalbero Laudunensis,Adalberon of Laon,Adalbéron de Laon,,,Medieval,http://lccn.loc.gov/n79148025,https://id.loc.gov/authorities/names/n79148025,n79148025,http://viaf.org/viaf/117589,,"Adalbero Laudunensis, 947-1030                           ",,Adalbéron de Laon 09..-1030,Adalbero Laudunensis 947-1030,,Adalbéron de Laon 0947?-1030,https://www.worldcat.org/identities/lccn-n79148025
44477,"44477 : Adalbert, of Fleury","Adalbert, of Fleury",Adrevaldus Floriacensis,Adalbert of Fleury,,,,Medieval,,,,http://viaf.org/viaf/74207785,,,,,Adrevaldus Floriacensis ca. 814/820 - ca. 878,,,
44478,"44478 : Adalbert, of Samaria","Adalbert, of Samaria",Adalbertus Samaritanus,Adalbert of Samaria,,,,Medieval,,,,http://viaf.org/viaf/173366394,,,,,,,,
44480,44480 : Adalger,Adalger,Adalgerus Episcopus,,,,,Medieval,,,,http://viaf.org/viaf/49614569,,,,,Adalgerus Episcopus ca. nach 636 vor 1000,,,
71114,"71114 : Adam II, Abbot of Dore, active 1216-1226","Adam II, Abbot of Dore, active 1216-1226",,,,,,Medieval,http://lccn.loc.gov/no2001075872,https://id.loc.gov/authorities/names/no2001075872,no2001075872,http://viaf.org/viaf/48884009,,,,,,,,
44482,"44482 : Adam, de Saint-Victor, -1146","Adam, de Saint-Victor, -1146",Adamus Sancti Victoris Parisiensis,Adam of Saint-Victor,,,,Medieval,https://lccn.loc.gov/n88672870,http://id.loc.gov/authorities/names/n88672870,n88672870,http://viaf.org/viaf/218136972,,,,,,,,
44485,"44485 : Adam, of Balsham","Adam, of Balsham",Adamus Balsamiensis Parvipontanus ,Adam of Balsham,Adam of Balsham,,,Medieval,http://lccn.loc.gov/no2005079115,https://id.loc.gov/authorities/names/no2005079115,no2005079115,http://viaf.org/viaf/88960924,,,,Adam du Petit-Pont 11..-1181,Adamus de Parvo Ponte ca. 1105 - 1181,Adam Balsamiensis Parvipontanus,Adam Balsamiensis Parvipontanus,https://www.worldcat.org/identities/lccn-no2005079115
71107,"71107 : Adam, of Buckfield, approximately 1220-approximately 1294","Adam, of Buckfield, approximately 1220-approximately 1294",Adamus Buccenfeldus,Adam Buckfield,,,,Medieval,http://lccn.loc.gov/nr95003109,https://id.loc.gov/authorities/names/nr95003109,nr95003109,http://viaf.org/viaf/1444148997586159870006,,,,,,,,https://www.worldcat.org/identities/lccn-nr95003109
71112,"71112 : Adam, of Domerham, active 13th century","Adam, of Domerham, active 13th century",Adamus Domerhamensis,Adam of Damerham,,,,Medieval,http://lccn.loc.gov/n84204429,https://id.loc.gov/authorities/names/n84204429,n84204429,http://viaf.org/viaf/24710747,,,,,Adamus Domerhamensis -1291,,"of Domerham, Adam",https://www.worldcat.org/identities/lccn-n84204429
71121,"71121 : Adam, of Eynsham, active 1196-1232","Adam, of Eynsham, active 1196-1232",Adamus Eyneshamensis ,,,,,Medieval,http://lccn.loc.gov/n84145500,https://id.loc.gov/authorities/names/n84145500,n84145500,http://viaf.org/viaf/65413892,,,,,Adamus de Einesham 1196-1232,,"Adam, Of Eynsham",https://www.worldcat.org/identities/lccn-n84145500
71123,"71123 : Adam, of Usk, active 1400","Adam, of Usk, active 1400",Adamus de Usk,Adam Usk,,,,Medieval,https://lccn.loc.gov/n80037930,http://id.loc.gov/authorities/names/n80037930,n80037930,http://viaf.org/viaf/9164600,,,,,,,,
71109,"71109 : Adam, Scotus, approximately 1130-1212","Adam, Scotus, approximately 1130-1212",Adam Cartusiensis/ Adam Scotus,Adam Dryburgh,,,,Medieval,http://lccn.loc.gov/n2005007834,https://id.loc.gov/authorities/names/n2005007834,n2005007834,http://viaf.org/viaf/44658120,,,,Adam l'Écossais 115.?-1212,Adamus Scotus ca. 1127/40-1212,,Adamus ca. 1127/40-1212 Scotus,https://www.worldcat.org/identities/lccn-n2005007834
44483,"44483 : Adam, von Bremen","Adam, von Bremen",Adamus Bremensis,Adam of Bremen,Adam von Bremen,,,Medieval,https://lccn.loc.gov/n81004407,http://id.loc.gov/authorities/names/n81004407,n81004407,http://viaf.org/viaf/84951025,,,,,,,,
44484,"44484 : Adamnan, Saint","Adamnan, Saint",Adamnanus,Saint Adamnán of Hy,Naomh Adhamhnán,,,Medieval,http://lccn.loc.gov/n89618622,https://id.loc.gov/authorities/names/n89618622,n89618622,http://viaf.org/viaf/79068112,,"Adamnan, Saint, 625?-704",,Adamnan saint 062.-0704,Adamnanus de Iona 624-704,,Adamnan 625?-704) (św. ;,https://www.worldcat.org/identities/lccn-n89618622
45473,"45473 : Addison, Joseph","Addison, Joseph",Iosephus Addison ,Joseph Addison,,,,Neo-Latin,http://lccn.loc.gov/n80051828,https://id.loc.gov/authorities/names/n80051828,n80051828,http://viaf.org/viaf/7413288,,"Addison, Joseph, 1672-1719","Addison, Joseph 1672-1719",Addison Joseph 1672-1719,"Addison, Joseph 1672-1719","Addison , Joseph ","Joseph Addison politician, writer and playwright",https://www.worldcat.org/identities/lccn-n80051828
52616,"52616 : Adelard, of Bath, approximately 1090-approximately 1160","Adelard, of Bath, approximately 1090-approximately 1160",Adelardus Bathensis,Adelard of Bath,,,,Medieval,https://lccn.loc.gov/n84218229,http://id.loc.gov/authorities/names/n84218229,n84218229,http://viaf.org/viaf/35253721/,,,,,,,,
44479,"44479 : Adelboldus, Bishop of Utrecht","Adelboldus, Bishop of Utrecht",Adalbaldus‏ Traiectensis,Adalbold of Utrecht,,,,Medieval,http://lccn.loc.gov/n85061034,https://id.loc.gov/authorities/names/n85061034,n85061034,http://viaf.org/viaf/253536103,,,,,Adelboldus Traiectensis 970-1026,,Adelboldus approximately 970-1027 Bishop of Utrecht,https://www.worldcat.org/identities/lccn-n85061034
44486,"44486 : Adelmannus, Bishop of Brescia","Adelmannus, Bishop of Brescia",Adelmannus Leodiensis ,Adelmann of Liège,,,,Medieval,http://lccn.loc.gov/no92019633,https://id.loc.gov/authorities/names/no92019633,no92019633,http://viaf.org/viaf/15203619,,,,Adelman de Liège 10..-1061?,Adelmannus Leodiensis 1000-1061,,Adelmannus m. 1061? vesc. di Brescia,https://www.worldcat.org/identities/lccn-no92019633
44487,"44487 : Adémar, de Chabannes","Adémar, de Chabannes",Ademarus Cabannensis,Adémar of Chabannes,Adémar de Chabannes,,,Medieval,http://lccn.loc.gov/nr88007528,https://id.loc.gov/authorities/names/nr88007528,nr88007528,http://viaf.org/viaf/27196342,,,,Adémar de Chabannes 0988?-1034,Ademarus Cabannensis 988-1034,,Adémar 988-1034 de Chabannes,https://www.worldcat.org/identities/lccn-nr88007528
91747,"91747 : Adler, Elmer, 1884-1962","Adler, Elmer, 1884-1962",,,,,,Neo-Latin,https://lccn.loc.gov/c.gov/authorities/names/n84017511,https://id.loc.gov/authorities/names/n84017511,n84017511,http://viaf.org/viaf/70321102,,,,,"Adler, Elmer 1884-1962",,"Adler, Elmer",https://www.worldcat.org/identities/lccn-n84017511
70727,"70727 : Adrian I, Pope","Adrian I, Pope",Hadrianus I,Pope Adrian I,,,,Medieval,http://lccn.loc.gov/no2006096690,https://id.loc.gov/authorities/names/no2006096690,no2006096690,http://viaf.org/viaf/13102089,,,,Adrien Ier pape 07..-0795,Hadrianus I. Papa -795,,Hadrianus -795 Papa,https://www.worldcat.org/identities/lccn-no2006096690
71380,"71380 : Adrian IV, Pope, -1159","Adrian IV, Pope, -1159",Hadrianus IV,Adrian IV,Nicholas Breakspear,,,Medieval,http://lccn.loc.gov/n85287832,https://id.loc.gov/authorities/names/n85287832,n85287832,http://viaf.org/viaf/25397217,,,,Adrien IV pape 1100?-1159,,,Hadrianus PP m. 1159 IV,https://www.worldcat.org/identities/lccn-n85287832
45451,"45451 : Adso, Abbot of Montier-en-Der, -992","Adso, Abbot of Montier-en-Der, -992",Adso Dervensis,Adso of Montier-en-Der,Adso de Montier-en-Der,,,Medieval,http://lccn.loc.gov/nr2001013413,https://id.loc.gov/authorities/names/nr2001013413,nr2001013413,http://viaf.org/viaf/100190498,,"Adso Dervensis, c. 910-992",,Adson de Montier-en-Der 0930?-0992,,,Adso Dervensis ca 930-ca 992,https://www.worldcat.org/identities/lccn-nr2001013413
44490,"44490 : Aelfric, Abbot of Eynsham","Aelfric, Abbot of Eynsham",Alfricus,Aelfric of Eynsham,Ælfrīc,,,Medieval,http://lccn.loc.gov/n50057295,https://id.loc.gov/authorities/names/n50057295,n50057295,http://viaf.org/viaf/169463285,,,,,,,,
89523,"89523 : Aelian, active 3rd century","Aelian, active 3rd century",Claudius Aelianus ,,,,,Classical,https://lccn.loc.gov/n82032651,http://id.loc.gov/authorities/names/n82032651,n82032651,https://viaf.org/viaf/100219416,,,,,,,,
89823,89823 : Aelius Iunius Cordus 3rd century,Aelius Iunius Cordus 3rd century,Aelius Iunius Cordus,,,,,Classical,,,,http://viaf.org/viaf/10235865,,"Cordus, Aelius Iunius",,,Aelius Iunius Cordus 3. Jh.,,Aelius Iunius 3. Jh Cordus,
89872,89872 : Aelius Maurus ca. 2nd/3rd century,Aelius Maurus ca. 2nd/3rd century,Aelius Maurus,,,,,Classical,,,,http://viaf.org/viaf/173499096,,Aelius Maurus,,,Aelius Maurus ca. 2./3. Jh.,,,
89829,"89829 : Aelius Paetus Catus, Sextus 2nd century?","Aelius Paetus Catus, Sextus 2nd century?",Sextus Aelius Paetus Catus,,,,,Classical,,,,http://viaf.org/viaf/22527549,,"Aelius Paetus Catus, Sextus",,,"Aelius Paetus Catus, Sextus v2. Jh.",,,
90701,90701 : Aelius Sabinus,Aelius Sabinus,Aelius Sabinus,,,,,,,,,http://viaf.org/viaf/172518861,,,,,Aelius Sabinus ca. Ende 3. Jh.,,,
45924,"45924 : Aelius Tubero, Q. (Quintus)","Aelius Tubero, Q. (Quintus)",Quintus Aelius Tubero,,,,,Classical,http://lccn.loc.gov/nr95038408,https://id.loc.gov/authorities/names/nr95038408,nr95038408,http://viaf.org/viaf/2361719,Quintus Aelius Tubero,"Aelius Tubero, Q. (Quintus), b. ca. 76 B.C.",,,,,Quintus Aelius Tubero (Historiker) römischer Historiker und Jurist,https://www.worldcat.org/identities/lccn-nr95038408
52617,"52617 : Ælnoth, monk of St. Augustine, Canterbury, active 1085-1109","Ælnoth, monk of St. Augustine, Canterbury, active 1085-1109",Aelnothus Cantuariensis,Aelnoth of Canterbury/ Ailnoth,Ælnoth,,,Medieval,http://lccn.loc.gov/nr97042870,https://id.loc.gov/authorities/names/nr97042870,nr97042870,http://viaf.org/viaf/56519806,,,,,,,,https://www.worldcat.org/identities/lccn-nr97042870
45565,"45565 : Aelred, of Rievaulx, Saint, 1110-1167","Aelred, of Rievaulx, Saint, 1110-1167",Aelredus Rievallensis,Aelred of Rievaulx,Aethelred,,,Medieval,https://lccn.loc.gov/n79059105,http://id.loc.gov/authorities/names/n79059105,n79059105,http://viaf.org/viaf/39386818/,,"Aelred, of Rievaulx, Saint, 1110-1167(Aelredus Rievallensis)",,,,,,
71913,"71913 : Aemilius Asper, active 2nd century","Aemilius Asper, active 2nd century",Aemilius Asper,,,,,Classical,https://lccn.loc.gov/no2004105320,http://id.loc.gov/authorities/names/no2004105320,no2004105320,https://viaf.org/viaf/398400,Aemilius Asper,Aemilius Asper,,,,,,
89871,89871 : Aemilius Parthenianus,Aemilius Parthenianus,Aemilius Parthenianus,,,,,Classical,,,,http://viaf.org/viaf/172627752,,"Parthenianus, Aemilius  ",,,Aemilius Parthenianus,,,
71914,71914 : Aemilius Sura,Aemilius Sura,Aemilius Sura,,,,,Classical,https://lccn.loc.gov/nr95028790,http://id.loc.gov/authorities/names/nr95028790,nr95028790,https://viaf.org/viaf/24492327,Aemilius Sura,Aemilius Sura,,,,,,
45566,"45566 : Aeneas, of Paris","Aeneas, of Paris",Aeneas Parisiensis,Aeneas of Paris,Énée de Paris,,,Medieval,,,,http://viaf.org/viaf/250165535,,,,,Aeneas Parisiensis -870,,Aeneas,
84034,"84034 : Aeneas, Tacticus, active 4th century B.C.","Aeneas, Tacticus, active 4th century B.C.",,,,,,Classical,https://lccn.loc.gov/n88206516,http://id.loc.gov/authorities/names/n88206516,n88206516,https://viaf.org/viaf/184019027,,,,,,,,
90563,"90563 : Aethelbald Mercia, -757","Aethelbald Mercia, -757","Aethilwaldus, Aldhelmi discipulus, rex Merciae ",,,,,Medieval,,,,http://viaf.org/viaf/67569125,,,,,"Aethelbald Mercia, König -757",,Æþelbald,
44739,"44739 : Aethelbert I, King of Kent","Aethelbert I, King of Kent",Ethelbertus Anglorum Rex,Ethelbert,Æthelberht,,,Medieval,,,,http://viaf.org/viaf/24991076,,,,,"Aethelberht I. Kent, King ca. ca. 552 - ca. 616",,,
71133,"71133 : Aethelwald, Bishop of Litchfield, -830","Aethelwald, Bishop of Litchfield, -830",,,,,,Medieval,http://lccn.loc.gov/no97017944,https://id.loc.gov/authorities/names/no97017944,no97017944,http://viaf.org/viaf/266125901,,,,,,,,https://www.worldcat.org/identities/lccn-no97017944
45074,"45074 : Aethelwold, of East Anglia","Aethelwold, of East Anglia",,Æthelwold of East Anglia,,,,Medieval,,,,,,,,,,,,
44494,"44494 : Aethelwold, Saint, Bishop of Winchester","Aethelwold, Saint, Bishop of Winchester",Ethelwoldus Wintoniensis,Aethelwold,Æthelwold,,,Medieval,http://lccn.loc.gov/n83227267,https://id.loc.gov/authorities/names/n83227267,n83227267,http://viaf.org/viaf/263502080,,,,AEthelwold saint 0908?-0984,Ethelwold Heiliger 908-984,,"Aethelwold c. 908-984 s., vesc. di Winchester",https://www.worldcat.org/identities/lccn-n83227267
71134,"71134 : Aethelwulf, active 803","Aethelwulf, active 803",Aedilvulfus Anglicus/ Aethelwulfus,,,,,Medieval,http://lccn.loc.gov/nr96034107,https://id.loc.gov/authorities/names/nr96034107,nr96034107,http://viaf.org/viaf/264407238,,,,,,,Aedilvulfus Anglicus sec. IX monaco,https://www.worldcat.org/identities/lccn-nr96034107
44495,"44495 : Aethelwulf, King of England","Aethelwulf, King of England",Aedilvulfus Anglicus,Aethelwulf,Æthelwulf,,,Medieval,http://lccn.loc.gov/nb2008005376,https://id.loc.gov/authorities/names/nb2008005376,nb2008005376,http://viaf.org/viaf/9377319,,,,,"Aethelwulf Wessex, King -858",,Aethelwulf approximately 795-858 King of England,https://www.worldcat.org/identities/lccn-nb2008005376
44496,44496 : Aethicus Ister,Aethicus Ister,Aethicus Istricus,,,,,Medieval,http://lccn.loc.gov/n94071683,https://id.loc.gov/authorities/names/n94071683,n94071683,http://viaf.org/viaf/66550784,,,,Aethicus Ister,Aethicus,,Aethicus Istricus,https://www.worldcat.org/identities/lccn-n94071683
45686,"45686 : Afranius, Lucius","Afranius, Lucius",Lucius Afranius,,,,,Classical,http://lccn.loc.gov/n00024409,https://id.loc.gov/authorities/names/n00024409,n00024409,http://viaf.org/viaf/24739090,Lucius Afranius,"Afranius, Lucius",,Afranius Lucius 0150 av. J.C.?-0090 av. J.C.?,,,"Afranius, Lucius",https://www.worldcat.org/identities/lccn-n00024409
89764,"89764 : Africanus, Sextus Caecilius, active 2nd century","Africanus, Sextus Caecilius, active 2nd century","Africanus, Sextus Caecilius",,,,,Classical,http://lccn.loc.gov/n00065329,https://id.loc.gov/authorities/names/n00065329,n00065329,http://viaf.org/viaf/25837492,,"Africanus, Sextus Caecilius, 2nd cent.",,Africanus Sextus Caecilus 0115?-0170?,"Africanus, Sextus Caecilius ca. 2. Jh.",,"Africanus, Sextus Caecilius active 2nd century",https://www.worldcat.org/identities/lccn-n00065329
87399,"87399 : Africanus, Sextus Julius","Africanus, Sextus Julius",Sextus Iulius Africanus,,,,,Classical,https://lccn.loc.gov/n84081378,http://id.loc.gov/authorities/names/n84081378,n84081378,https://viaf.org/viaf/160788177,Iulius Africanus,,,,,,,
45154,"45154 : Agapetus I, Pope","Agapetus I, Pope",Agapitus I papa,Pope Agapetus I,Pope Agapetus I,,,Classical,https://lccn.loc.gov/nb2007022127,http://id.loc.gov/authorities/names/nb2007022127,nb2007022127,http://viaf.org/viaf/84481723,,,,,,,,
44497,44497 : Agennius Urbicus,Agennius Urbicus,Agennius Urbicus;Aggenus Urbicus,,,,,Classical,,,,http://viaf.org/viaf/42229983,,,,,Agennius Urbicus 4./5. Jh.,,Aggenus Urbicus,
44499,"44499 : Agius, of Corvey","Agius, of Corvey",Agius Corbeiensis,Agius of Corvey,,,,Medieval,,,,http://viaf.org/viaf/64362351,,,,,Agius Corbeiensis -870,,,
52621,"52621 : Agnellus, of Ravenna (Physician)","Agnellus, of Ravenna (Physician)",Agnelli Ravennatis,Andreas Agnellus of Ravenna,,,,Medieval,http://lccn.loc.gov/n82088122,https://id.loc.gov/authorities/names/n82088122,n82088122,http://viaf.org/viaf/280582403,,,,,,,Agnellus Iatrosophista,https://www.worldcat.org/identities/lccn-n82088122/
44531,"44531 : Agnellus, of Ravenna, Abbot","Agnellus, of Ravenna, Abbot",Andreas Agnellus Ravennatis,,,,,Medieval,http://lccn.loc.gov/n95023069,https://id.loc.gov/authorities/names/n95023069,n95023069,http://viaf.org/viaf/29688624,,,,Agnellus Ravennas 0805?-0850,Agnellus de Ravenna 800-850,,Andreas Agnellus ca 805 - ca 846,https://www.worldcat.org/identities/lccn-n95023069
70818,"70818 : Agnes, Princess of Bohemia, 1211-1282","Agnes, Princess of Bohemia, 1211-1282",Soror Agnes,Agnes of Bohemia,,,,Medieval,http://lccn.loc.gov/n86126173,https://id.loc.gov/authorities/names/n86126173,n86126173,http://viaf.org/viaf/30334177,,,,,,,Agnes 1211-1282 Princess of Bohemia,https://www.worldcat.org/identities/lccn-n86126173
52622,"52622 : Agobard, Saint","Agobard, Saint",Agobardus Lugdunensis,Saint Agobard,Agobardo de Lyon,,,Medieval,http://lccn.loc.gov/n82103203,https://id.loc.gov/authorities/names/n82103203,n82103203,http://viaf.org/viaf/266726603,,,,Agobard saint 0779-0840,,Agobardus : Lugdunensis,Agobard 779-840) (św. ;,
90559,90559 : Agrestius,Agrestius,Agrestius,,,,,Medieval,,,,http://viaf.org/viaf/280609796,,,,,,,Agrestius,
71663,"71663 : Agricola, Georg, 1494-1555","Agricola, Georg, 1494-1555",Georgius Agricola,,Georg Agricola,,,Neo-Latin,http://lccn.loc.gov/n86873007,https://id.loc.gov/authorities/names/n86873007,n86873007,http://viaf.org/viaf/100164815,,,"Agricola, Georg 1494-1555",Agricola Georgius 1494-1555,"Agricola, Georg 1494-1555","Agricola , Georg ","Agricola, Georgius 1494-1555",https://www.worldcat.org/identities/lccn-n86873007
71211,"71211 : Agricola, Rodolphus, 1443?-1485","Agricola, Rodolphus, 1443?-1485",Rodolphus Agricola Phrisius,,Roelof Huysman,,,Medieval,http://lccn.loc.gov/n85206391,https://id.loc.gov/authorities/names/n85206391,n85206391,http://viaf.org/viaf/2559628,,,"Agricola, Rudolf 1444-1485",Agricola Rudolf 1443?-1485,"Agricola, Rudolf 1444-1485",,"Agricola, Rudolf",https://www.worldcat.org/identities/lccn-n85206391
71212,"71212 : Agrippa von Nettesheim, Heinrich Cornelius, 1486?-1535","Agrippa von Nettesheim, Heinrich Cornelius, 1486?-1535",Henricus Cornelius Agrippa,Henry Cornelius Agrippa of Nettesheim,Heinrich Cornelius Agrippa von Nettesheim,,,Neo-Latin,http://lccn.loc.gov/n80043375,https://id.loc.gov/authorities/names/n80043375,n80043375,http://viaf.org/viaf/24596804,,,"Agrippa von Nettesheim, Heinrich Cornelius",Agrippa Henri Corneille 1486-1535,"Agrippa von Nettesheim, Heinrich Cornelius 1486-1535","Agrippa von Nettesheim , Heinrich Cornelius","Agrippa von Nettesheim, Heinrich Cornelius 1486-1535",https://www.worldcat.org/identities/lccn-n80043375
90684,"90684 : Agrippina, Minor, 15-59","Agrippina, Minor, 15-59",Agrippina Minor,Agrippina the Younger,,,,Classical,https://lccn.loc.gov/n88003773,http://id.loc.gov/authorities/names/n88003773,n88003773,http://viaf.org/viaf/87873347,,Agrippina Minor 15-59,"Agripina, la Joven (15-59)",Agrippine la Jeune (0015-0059),Agrippina die Jüngere 15-59,,Agrippina 15-59 die Jüngere,http://www.worldcat.org/identities/lccn-n88003773/
45947,"45947 : Agroecius, Bishop of Sens","Agroecius, Bishop of Sens",,,,,,Classical,http://lccn.loc.gov/n81088795,https://id.loc.gov/authorities/names/n81088795,n81088795,http://viaf.org/viaf/289415457,,"Agroecius, Bishop of Sens, 5th cent.",,,,Agroecius,Agroecius active 5th century Bishop of Sens,https://www.worldcat.org/identities/lccn-n81088795
91602,"91602 : Agustín, Antonio, 1517-1586","Agustín, Antonio, 1517-1586",,,,,,Neo-Latin,,,,http://viaf.org/viaf/120697822,,,"Agustín, Antonio 1517-1586",Agustín Antonio 1517-1586,"Agustín, Antonio 1517-1586","Agustín , Antonio ","Agustí i Albanell, Antoni 1517-1586",
91913,"91913 : Ahlberg, Axel W. (Axel Wilhelm), 1874-1951","Ahlberg, Axel W. (Axel Wilhelm), 1874-1951",,,,,,Neo-Latin,https://lccn.loc.gov/c.gov/authorities/names/nr95015154,https://id.loc.gov/authorities/names/nr95015154,nr95015154,http://viaf.org/viaf/60087717,,,,,"Ahlberg, Axel W. 1874-1951","Ahlberg , A. W.","Ahlberg, Axel W. 1874-1951",https://www.worldcat.org/identities/lccn-nr95015154
44501,44501 : Ailerán,Ailerán,Aileranus Scoto Hibernus,Ailerán,Aileranus Sapiens Monachus Clonardensis,,,Medieval,http://lccn.loc.gov/nr96001297,https://id.loc.gov/authorities/names/nr96001297,nr96001297,http://viaf.org/viaf/34352017,,,,,,,Ailerán d. 664 or 5,https://www.worldcat.org/identities/lccn-nr96001297
70843,"70843 : Ailly, Pierre d', 1350-1420","Ailly, Pierre d', 1350-1420",Petrus Alliacus,Peter of Ailly,Pierre d'Ailly,,,Medieval,http://lccn.loc.gov/n86132568,https://id.loc.gov/authorities/names/n86132568,n86132568,http://viaf.org/viaf/36947428,,,"Ailly, Pierre d'",Ailly Pierre d' 1351-1420,Petrus de Alliaco 1350-1420,"Ailly , Pierre : d'",Petrus 1350-1420 de Alliaco,https://www.worldcat.org/identities/lccn-n86132568
44502,"44502 : Aimericus, of Angoulême","Aimericus, of Angoulême",,,,,,Medieval,,,,,,,,,,,,
