Nid,DLL Author Record,Authorized Name,Author Name Latin,Author Name English,Author Name Native Language,Also known as,Other Alternative Name Form(s),Time Period,LoC Source,LofC URI,LoC ID,VIAF Source,PHI Author Name,Perseus Name,BNE Name,BNF Name,DNB Name,ICCU Name,ISNI Name,WorldCat Identity
71314,"71314 : Conti, Antonio, 1677-1749","Conti, Antonio, 1677-1749",,,Antonio Schinella Conti,,,Neo-Latin,http://lccn.loc.gov/no96007058,https://id.loc.gov/authorities/names/no96007058,no96007058,http://viaf.org/viaf/39448641,,,,Conti Antonio 1677-1749,"Conti, Antonio 1677-1749","Conti , Antonio ","Conti, Antonio Schinella 1677-1749",https://www.worldcat.org/identities/lccn-no96007058
90679,"90679 : Convenevole, da Prato, -approximately 1340","Convenevole, da Prato, -approximately 1340",,,,,,Medieval,https://lccn.loc.gov/n84211906,https://id.loc.gov/authorities/names/n84211906,n84211906,http://viaf.org/viaf/93662894,,,,,Convenevole da Prato 1270-1338,Convenevole : da Prato,Convenevole da Prato 127.?-1338?,https://www.worldcat.org/identities/lccn-n84211906
71159,"71159 : Copernicus, Nicolaus, 1473-1543","Copernicus, Nicolaus, 1473-1543",Nicolaus Copernicus,,Mikołaj Kopernik,,,Neo-Latin,http://lccn.loc.gov/n79039943,https://id.loc.gov/authorities/names/n79039943,n79039943,http://viaf.org/viaf/71389288,,,"Copernicus, Nicolaus 1473-1543",Copernic Nicolas 1473-1543,"Kopernikus, Nikolaus 1473-1543","Copernicus , Nicolaus","Copernic, Nicolas 1473-1543",https://www.worldcat.org/identities/lccn-n79039943
89779,"89779 : Corbulo, Gnaeus Domitius, -67","Corbulo, Gnaeus Domitius, -67",Gnaeus Domitius Corbula,,,,,Classical,http://lccn.loc.gov/nb2007025461,https://id.loc.gov/authorities/names/nb2007025461,nb2007025461,http://viaf.org/viaf/73382755,,"Corbulo, Gnaeus Domitius d. 67",,,"Domitius Corbulo, Gnaeus um 7-67",,Гней Домиций Корбулон,https://www.worldcat.org/identities/lccn-nb2007025461
45832,"45832 : Coriolanus, Cnaeus Marcius","Coriolanus, Cnaeus Marcius",,,Gnaeus Marcius Coriolanus,,,Classical,http://lccn.loc.gov/n85196364,https://id.loc.gov/authorities/names/n85196364,n85196364,http://viaf.org/viaf/156690337,,,,,,,,https://www.worldcat.org/identities/lccn-n85196364
44771,"44771 : Corippus, Flavius Cresconius","Corippus, Flavius Cresconius",Flavius Cresconius Corippus,Corippus,,,,Classical,http://lccn.loc.gov/n82212903,https://id.loc.gov/authorities/names/n82212903,n82212903,http://viaf.org/viaf/87951066,,"Corippus, Flavius Cresconius","Coripo, Flavio Cresconio",Corippe 0500-0568,"Corippus, Flavius Cresconius ca. 6. Jh.",,"Coripo, Flavio Cresconio",https://www.worldcat.org/identities/lccn-n82212903
71316,"71316 : Cornarius, Janus, 1500-1558","Cornarius, Janus, 1500-1558",Ianus Cornarius,,,,,Neo-Latin,http://lccn.loc.gov/n85812368,https://id.loc.gov/authorities/names/n85812368,n85812368,http://viaf.org/viaf/71422380,,,"Cornarius, Janus 1500-1558",Cornarius Janus 1500-1558,"Cornarius, Janus 1500-1558",,"Cornarius, Janus 1500-1558",https://www.worldcat.org/identities/lccn-n85812368
45717,"45717 : Cornelia, mother of the Gracchi","Cornelia, mother of the Gracchi","Cornelia, mater Gracchorum",,Cornelia Africana,,,Classical,http://lccn.loc.gov/nr95039337,https://id.loc.gov/authorities/names/nr95039337,nr95039337,http://viaf.org/viaf/61941238,"Cornelia, mater Gracchorum","Cornelia, mother of the Gracchi",,,Cornelia Mater Gracchorum v124,,,
90603,90603 : Cornelio Paolo Amalteo,Cornelio Paolo Amalteo,,,,,,,,,,http://viaf.org/viaf/89225702,,,,,,,,
89868,"89868 : Cornelius Bocchus, Lucius 1st century B.C./1st century A.D.","Cornelius Bocchus, Lucius 1st century B.C./1st century A.D.",Lucius Cornelius Bocchus,,,,,Classical,,,,http://viaf.org/viaf/74242024,,"Cornelius Bocchus, Lucius 1. Jh. v. Chr./1. Jh. n. Chr",,,"Cornelius Bocchus, Lucius 1. Jh. v. Chr./1. Jh. n. Chr.",,,
89874,89874 : Cornelius Capitolinus,Cornelius Capitolinus,Cornelius Capitolinus,,,,,Classical,,,,http://viaf.org/viaf/177170095,,"Capitolinus, Cornelius",,,Cornelius Capitolinus,,,
45771,45771 : Cornelius Epicadus,Cornelius Epicadus,Cornelius Epicadus,,,,,Classical,https://lccn.loc.gov/nr95027774,http://id.loc.gov/authorities/names/nr95027774,nr95027774,http://viaf.org/viaf/287619582,Cornelius Epicadus,,,,,,,
44680,"44680 : Cornelius, Pope","Cornelius, Pope",Cornelius,Pope Cornelius,,,,Classical,http://lccn.loc.gov/no00011241,https://id.loc.gov/authorities/names/no00011241,no00011241,http://viaf.org/viaf/30335844,,"Cornelius, Papst, 253,  (Cornelius, Pope)",,,Cornelius Papst -253,,Cornelius -253 Papst,https://www.worldcat.org/identities/lccn-no00011241
71934,71934 : Cornificius Gallus,Cornificius Gallus,Cornificius Gallus,,,,,Classical,https://lccn.loc.gov/nr95021132,http://id.loc.gov/authorities/names/nr95021132,nr95021132,https://viaf.org/viaf/71281262,Cornificius Gallus,Cornificius Gallus,,,,,,
71935,"71935 : Cornificius Longus, active 44 B.C.","Cornificius Longus, active 44 B.C.",Cornificius Longus,,,,,Classical,https://lccn.loc.gov/nr95027772,http://id.loc.gov/authorities/names/nr95027772,nr95027772,https://viaf.org/viaf/51581613,Cornificius Longus,"Cornificius Longus, fl. 44 B.C.",,,,,,
45718,"45718 : Cornificius, Q. (Quintus)","Cornificius, Q. (Quintus)",Quintus Cornificius,,Quintus Cornificius,,,Classical,http://lccn.loc.gov/n94071715,https://id.loc.gov/authorities/names/n94071715,n94071715,http://viaf.org/viaf/243742411,Quintus Cornificius,"Cornificius, Q. (Quintus), d. ca. 42/41 B.C",,,,,"Cornificius, Quintus ca. gest. v41",https://www.worldcat.org/identities/lccn-n94071715
52605,"52605 : Cornutus, Lucius Anneaus, active 1st century","Cornutus, Lucius Anneaus, active 1st century",Lucius Annaeus Cornutus,,Ἀνναῖος Κορνοῦτος,,,Classical,https://lccn.loc.gov/no90012163,http://id.loc.gov/authorities/names/no90012163,no90012163,http://viaf.org/viaf/92055226/,Lucius Annaeus Cornutus,"Cornutus, Lucius Annaeus",,,,,,
89890,89890 : Coronatus,Coronatus,Coronatus,,,,,Classical,,,,http://viaf.org/viaf/305392579,,Coronatus,,,,,,
44681,44681 : Coronatus Notarius,Coronatus Notarius,Coronatus Notarius,Coronatus Notarius,,,,Medieval,,,,http://viaf.org/viaf/7775959,,,,,Coronatus Notarius ca. 8. Jh.,,,
71318,"71318 : Corraro, Gregorio, 1411-1464","Corraro, Gregorio, 1411-1464",Gregorius Corrarius,,Gregorio Corraro,,,Medieval,http://lccn.loc.gov/n82101672,https://id.loc.gov/authorities/names/n82101672,n82101672,http://viaf.org/viaf/18019094,,,,Correr Gregorio 1409-1464,Gregorius Corrarius 1411-1464,"Correr , Gregorio","Corraro, Gregorio",https://www.worldcat.org/identities/lccn-n82101672
71317,"71317 : Correia, Thome, 1536-1595","Correia, Thome, 1536-1595",,Thomas Correa,Tomé Correia,,,Neo-Latin,http://lccn.loc.gov/no2014166325,https://id.loc.gov/authorities/names/no2014166325,no2014166325,http://viaf.org/viaf/35243714,,,"Correa, Thomas",,"Correia, Thome 1536-1595",,"Correa, Tommaso",https://www.worldcat.org/identities/lccn-no2014166325
90604,"90604 : Corsini, Amerigo, 1442-1501","Corsini, Amerigo, 1442-1501",,,,,,Neo-Latin,https://lccn.loc.gov/nr96017216,https://id.loc.gov/authorities/names/nr96017216,nr96017216,http://viaf.org/viaf/9743194,,,,,,,,https://www.worldcat.org/identities/lccn-nr96017216
71319,"71319 : Cortesi, Paolo, 1465-1510","Cortesi, Paolo, 1465-1510",Paulus Cortesius,,Paolo Cortesi,,,Neo-Latin,http://lccn.loc.gov/no2001092358,https://id.loc.gov/authorities/names/no2001092358,no2001092358,http://viaf.org/viaf/192030088,,,"Cortesi, Paolo 1465-1510",Cortesi Paolo 1465-1510,"Cortese, Paolo Humanist 1465-1510","Cortesi , Paolo ",,https://www.worldcat.org/identities/lccn-no2001092358
90605,"90605 : Cortesi, Tommaso Alessandro","Cortesi, Tommaso Alessandro",,,,,,,,,,http://viaf.org/viaf/32810540,,,,,"Cortesi, Tommaso Alessandro",,,
89831,"89831 : Coruncanius, Tiberius 254?-243?","Coruncanius, Tiberius 254?-243?",Tiberius Coruncanius,,,,,Classical,,,,http://viaf.org/viaf/24990199,,"Coruncanius, Tiberius",,,"Coruncanius, Tiberius v254-v243",,,
71149,"71149 : Corvinus, Elias, 1537-1602","Corvinus, Elias, 1537-1602",Elias Ioachimicus Corvinus,,,,,Neo-Latin,http://lccn.loc.gov/n88115274,https://id.loc.gov/authorities/names/n88115274,n88115274,http://viaf.org/viaf/64345794,,,,,"Corvinus, Elias 1537-1602",,"Corvinus, Elias 1537-1602",https://www.worldcat.org/identities/lccn-n88115274
45496,"45496 : Corvinus, Laurentius","Corvinus, Laurentius",Laurentius Corvinus,Laurence Corvin,Laurentius Rabe ,,,Neo-Latin,http://lccn.loc.gov/n90601326,https://id.loc.gov/authorities/names/n90601326,n90601326,http://viaf.org/viaf/20110921,,"Corvinus, Laurentius","Corvinus, Laurentius ca. 1465-1527",,"Corvinus, Laurentius 1465-1527",,"Korwin, Wawrzyniec",https://www.worldcat.org/identities/lccn-n90601326
89833,"89833 : Cosconius, Quintus 1st century?","Cosconius, Quintus 1st century?",Quintus Cosconius,,,,,Classical,,,,http://viaf.org/viaf/27455245,,"Cosconius, Quintus",,,"Cosconius, Quintus v1. Jh.",,,
44682,44682 : Cosmas Japygus Materiensis,Cosmas Japygus Materiensis,Cosmas Materiensis,Cosmas Japygus,Cosmas Japygus Materiensis,,,Medieval,,,,http://viaf.org/viaf/181210654,,,,,Cosmas Materiensis ca. 1. Hälfte 11. Jh.,,,
44683,"44683 : Cosmas, of Prague","Cosmas, of Prague",Cosmas Pragensis,Cosmas of Prague,,,,Medieval,http://lccn.loc.gov/nr95031511,https://id.loc.gov/authorities/names/nr95031511,nr95031511,http://viaf.org/viaf/54247588,,,,Côme  de Prague 1045?-1125,Cosmas Pragensis 1045-1125,,Kosmas asi 1045-1125,https://www.worldcat.org/identities/lccn-nr95031511
71984,"71984 : Cotta, C. Aurelius, approximately 124 B.C.-63 B.C.","Cotta, C. Aurelius, approximately 124 B.C.-63 B.C.",Gaius Aurelius Cotta,,,,,Classical,https://lccn.loc.gov/nr95024524,http://id.loc.gov/authorities/names/nr95024524,nr95024524,https://viaf.org/viaf/36808783,Gaius Aurelius Cotta,,,,,,,
45485,"45485 : Cotta, Giovanni","Cotta, Giovanni",Ioannes Cotta,Giovanni Cotta,Giovanni Cotta,,,Neo-Latin,http://lccn.loc.gov/nr2004003061,https://id.loc.gov/authorities/names/nr2004003061,nr2004003061,http://viaf.org/viaf/71401598,,"Cotta, Giovanni, 1482-1510","Cotta, Giovanni 1480-1510",Cotta Giovanni 1480-1510,"Cotta, Giovanni 1480-1510",,"Cotta, Joannes",https://www.worldcat.org/identities/lccn-nr2004003061
44671,"44671 : Council of Carpentras (527 : Carpentras, France)","Council of Carpentras (527 : Carpentras, France)",Concilium Carpentoractense,,,,,Classical,,,,,,,,,,,,
44672,44672 : Council of Chalcedon (451 : Chalcedon),Council of Chalcedon (451 : Chalcedon),Concilium Chalcedonense,,,,,Classical,http://lccn.loc.gov/n79100865,https://id.loc.gov/authorities/names/n79100865,n79100865,http://viaf.org/viaf/153263073,,,Concilio de Calcedonia 451,Concile de Chalcédoine 451,Concilium Chalcedonense 451,,Council of Chalcedon,https://www.worldcat.org/identities/lccn-n79100865
44673,44673 : Council of Constantinople (1st : 381 : Constantinople),Council of Constantinople (1st : 381 : Constantinople),Concilium Constantinopolitanum,First Council of Constantinople,,,,Classical,http://lccn.loc.gov/n82249995,https://id.loc.gov/authorities/names/n82249995,n82249995,http://viaf.org/viaf/126126648,,,Concilio de Constantinopla 1º 381,,,,,
44675,44675 : Council of Constantinople (2nd : 553 : Constantinople),Council of Constantinople (2nd : 553 : Constantinople),Concilium Constantinopolitanum 2,,,,,Classical,http://lccn.loc.gov/n84091972,https://id.loc.gov/authorities/names/n84091972,n84091972,http://viaf.org/viaf/136518709,,,Concilio de Constantinopla 2º 553,,Concilium Constantinopolitanum 2 553,,,https://www.worldcat.org/identities/lccn-n84091972
44676,"44676 : Council of Paris (573 : Paris, France)","Council of Paris (573 : Paris, France)",Concilium Parisiense,Concilium Parisiense,,,,Classical,,,,,,,,,,,,
44674,"44674 : Council of Seville (619 : Seville, Spain)","Council of Seville (619 : Seville, Spain)",Concilium Hispalense II,Second Council of Seville,,,,Medieval,,,,,,,,,,,,
91544,"91544 : Cousin, Victor, 1792-1867","Cousin, Victor, 1792-1867",Victor Cousin,,,,,Neo-Latin,https://lccn.loc.gov/c.gov/authorities/names/n50058687,https://id.loc.gov/authorities/names/n50058687,n50058687,http://viaf.org/viaf/61544271,,,,Cousin Victor 1792-1867,"Cousin, Victor 1792-1867","Cousin , Victor ",Victor Cousin philosophe et homme politique français,https://www.worldcat.org/identities/lccn-n50058687
71320,"71320 : Cowley, Abraham, 1618-1667","Cowley, Abraham, 1618-1667",,Abraham Cowley,,,,Neo-Latin,http://lccn.loc.gov/n50018768,https://id.loc.gov/authorities/names/n50018768,n50018768,http://viaf.org/viaf/95254963,,,,Cowley Abraham 1618-1667,"Cowley, Abraham 1618-1667",,"Cowley, Abraham",https://www.worldcat.org/identities/lccn-n50018768
71345,"71345 : Crab, Gilbert, -1552","Crab, Gilbert, -1552",Gilbertus Crab,Gilbert Crab,,,,Neo-Latin,http://lccn.loc.gov/no98037579,https://id.loc.gov/authorities/names/no98037579,no98037579,http://viaf.org/viaf/66820125,,,,Crab Gilbert 1482?-1552,"Crab, Gilbert -1552",,"Crab, Gilbertus fl.ca.1515",https://www.worldcat.org/identities/lccn-no98037579
71247,"71247 : Cranston, David","Cranston, David",,David Cranston,,,,Medieval,http://lccn.loc.gov/no2013070904,https://id.loc.gov/authorities/names/no2013070904,no2013070904,http://viaf.org/viaf/15110399,,,,Cranston David 1479?-1512,"Cranston, David",,"Cranston, David",
91723,"91723 : Cranstoun, James, 1837-1901","Cranstoun, James, 1837-1901",,,,,,Neo-Latin,https://lccn.loc.gov/c.gov/authorities/names/no2007057647,https://id.loc.gov/authorities/names/no2007057647,no2007057647,http://viaf.org/viaf/294738064,,,,,"Cranstoun, James 1837-1901",,James Cranstoun,https://www.worldcat.org/identities/lccn-no2007057647
71321,"71321 : Crashaw, Richard, 1613?-1649","Crashaw, Richard, 1613?-1649",Richardus Crashawus‏,Richard Crashaw,,,,Neo-Latin,http://lccn.loc.gov/n50017154,https://id.loc.gov/authorities/names/n50017154,n50017154,http://viaf.org/viaf/22212841,,,"Crashaw, Richard 1612-1649",Crashaw Richard 1613?-1649,"Crashaw, Richard 1613-1649",,Richard Crashaw British writer,https://www.worldcat.org/identities/lccn-n50017154
72015,"72015 : Crassus, L. Licinius (Lucius Licinius), 140 B.C.-91 B.C.","Crassus, L. Licinius (Lucius Licinius), 140 B.C.-91 B.C.",Lucius Licinius Crassus,,,,,Classical,https://lccn.loc.gov/nr95024523,http://id.loc.gov/authorities/names/nr95024523,nr95024523,https://viaf.org/viaf/24491444,Lucius Licinius Crassus,,,,,,,
45137,"45137 : Crassus, Petrus","Crassus, Petrus",Petrus Crassus,Petrus Crassus,,,,Medieval,http://lccn.loc.gov/n96102739,https://id.loc.gov/authorities/names/n96102739,n96102739,http://viaf.org/viaf/1742198,,,"Crasso, Pietro",,,,"Crasso, Pietro",https://www.worldcat.org/identities/lccn-n96102739
71925,"71925 : Cremutius Cordus, A. (Aulus), -25","Cremutius Cordus, A. (Aulus), -25",Aulus Cremutius Cordus,,,,,Classical,https://lccn.loc.gov/nr95029295,http://id.loc.gov/authorities/names/nr95029295,nr95029295,https://viaf.org/viaf/121779545,Aulus Cremutius Cordus,"Cremutius Cordus, A. (Aulus) d. 25",,,,,,
91587,"91587 : Crenius, Thomas, 1648-1728","Crenius, Thomas, 1648-1728",Thomas Crenius,,,,Thomas Theodor Crusius,Neo-Latin,https://lccn.loc.gov/n84233882,http://id.loc.gov/authorities/names/n84233882,n84233882,http://viaf.org/viaf/49216694,,,"Crenius, Thomas (1648-1728)","Crusius, Thomas Theodor, 1648-1728","Crenius, Thomas",,"Crenius, Thomas",https://www.worldcat.org/identities/lccn-n84233882/
71322,"71322 : Crespin, Jean, -1572","Crespin, Jean, -1572",Ioannes Crispinus,,,,,Neo-Latin,http://lccn.loc.gov/n82085617,https://id.loc.gov/authorities/names/n82085617,n82085617,http://viaf.org/viaf/9901063,,,,Crespin Jean 1520?-1572,"Crespin, Jean 1520-1572",,"Crespin, Jean ca. 1520-1572",https://www.worldcat.org/identities/lccn-n82085617
90606,"90606 : Crinito, Pietro, 1465-approximately 1504","Crinito, Pietro, 1465-approximately 1504",,,,,,Neo-Latin,https://lccn.loc.gov/n86113627,https://id.loc.gov/authorities/names/n86113627,n86113627,http://viaf.org/viaf/100217442,,,,Crinito Pietro Riccio 1475-1507,"Crinito, Pietro 1465-1504","Crinito , Pietro","Crinito, Pietro",https://www.worldcat.org/identities/lccn-n86113627
90607,90607 : Crispus Mediolanensis c. 14. C.,Crispus Mediolanensis c. 14. C.,Crispus Mediolanensis,,,,,Neo-Latin,,,,http://viaf.org/viaf/71784437,,,,,Crispus Mediolanensis ca. ca. 14. Jh.,,,
71323,"71323 : Crivelli, Leodrisio, active 15th century","Crivelli, Leodrisio, active 15th century",Leodrisius Cribellus,,,,,Neo-Latin,http://lccn.loc.gov/no2003024865,https://id.loc.gov/authorities/names/no2003024865,no2003024865,http://viaf.org/viaf/224487448,,,,Crivelli Lodrisio 1402-1463,,"Crivelli , Leodrisio","Crivelli, Leodrisio",https://www.worldcat.org/identities/lccn-no2003024865
90608,"90608 : Crivellone, -approximately 1730","Crivellone, -approximately 1730",,,,,,Neo-Latin,https://lccn.loc.gov/n2004014427,https://id.loc.gov/authorities/names/n2004014427,n2004014427,http://viaf.org/viaf/79536023,,,,,"Crivelli, Angelo Maria -1730",,"Crivelli, Angelo Maria -1730",https://www.worldcat.org/identities/lccn-n2004014427
44684,44684 : Cruindmelus,Cruindmelus,Cruindmelus Hibernicus,,Crundmáel,,,Medieval,,,,http://viaf.org/viaf/54506830,,,,,Cruindmelus ca. 9. Jh.,,,
71324,"71324 : Cruz, Luís da, 1543-1604","Cruz, Luís da, 1543-1604",Ludovicus Crucius,,Luís da Cruz,,,Neo-Latin,http://lccn.loc.gov/n88294852,https://id.loc.gov/authorities/names/n88294852,n88294852,http://viaf.org/viaf/64014574,,,,Cruz Luís da 1543-1604,"Cruceus, Ludovicus 1543-1604",,"Cruz, Luís da",https://www.worldcat.org/identities/lccn-n88294852
49602,49602 : Cummian,Cummian,Cummianus Longus,Cummian,Cumméne Fota,,,Medieval,,,,http://viaf.org/viaf/39766146,,,,,Cummianus Longus ca. 590 - 662,,,
71225,"71225 : Cummian, Saint","Cummian, Saint",Cummeneus Albus/ Cummianus,Cummian,Cuimíne Ailbe,,,Medieval,http://lccn.loc.gov/nr88010828,https://id.loc.gov/authorities/names/nr88010828,nr88010828,http://viaf.org/viaf/79058708,,,,Cummianus saint 06..-0661?,,,Cummian Saint,https://www.worldcat.org/identities/lccn-nr88010828
91794,"91794 : Cumont, Franz, 1868-1947","Cumont, Franz, 1868-1947",,,,,,Neo-Latin,https://lccn.loc.gov/c.gov/authorities/names/n50018732,https://id.loc.gov/authorities/names/n50018732,n50018732,http://viaf.org/viaf/71408810,,,"Cumont, Franz Valéry Marie 1868-1947",Cumont Franz 1868-1947,"Cumont, Franz Valery Marie 1868-1947",,"Cumont, Franz Valery Marie 1868-1947",https://www.worldcat.org/identities/lccn-n50018732
71325,"71325 : Cunaeus, Petrus, 1586-1638","Cunaeus, Petrus, 1586-1638",Petrus Cunaeus,,,,,Neo-Latin,http://lccn.loc.gov/n87940382,https://id.loc.gov/authorities/names/n87940382,n87940382,http://viaf.org/viaf/76551781,,,,Cunaeus Petrus 1586-1638,"Cunaeus, Petrus 1586-1638",,"Cunaeus, Petrus",https://www.worldcat.org/identities/lccn-n87940382
71111,"71111 : Cunich, Raimondo, 1719-1794","Cunich, Raimondo, 1719-1794",Raymundus Cunichius,,Rajmund Kunić,,,Neo-Latin,http://lccn.loc.gov/n87942024,https://id.loc.gov/authorities/names/n87942024,n87942024,http://viaf.org/viaf/7422121,,,,Cunich Raimondo 1719-1794,"Cunich, Raimondo 1719-1794",,"Cunich, Raimondo 1719-1794 S.I.",https://www.worldcat.org/identities/lccn-n87942024
71992,"71992 : Curio, C. Scribonius, active 121 B.C.","Curio, C. Scribonius, active 121 B.C.",Gaius Scribonius Curio avus,,,,,Classical,https://lccn.loc.gov/nr95024516,http://id.loc.gov/authorities/names/nr95024516,nr95024516,https://viaf.org/viaf/71783480,Gaius Scribonius Curio avus,,,,,,,
71993,"71993 : Curio, C. Scribonius, approximately 125 B.C.-53 B.C.","Curio, C. Scribonius, approximately 125 B.C.-53 B.C.",Gaius Scribonius Curio pater,,,,,Classical,https://lccn.loc.gov/nr95024518,http://id.loc.gov/authorities/names/nr95024518,nr95024518,https://viaf.org/viaf/29424997,Gaius Scribonius Curio pater,,,,,,,
91282,"91282 : Curius, Manlius, active circa 58 B.C.","Curius, Manlius, active circa 58 B.C.",Manlius Curius;M’. Curius,,,,,Classical,,,,http://viaf.org/viaf/47152655,,,,,"Curius, Manlius v58",,,
71326,"71326 : Curlo, Giacomo, active 1423-1467","Curlo, Giacomo, active 1423-1467",Iacobus Curulus,,Giacomo Curlo,,,Medieval,http://lccn.loc.gov/no92023118,https://id.loc.gov/authorities/names/no92023118,no92023118,http://viaf.org/viaf/52543615,,,,,"Curlo, Giacomo 1423-1467",,"Curlo, Giacomo 1423-1467",https://www.worldcat.org/identities/lccn-no92023118
45740,"45740 : Curtius Rufus, Quintus","Curtius Rufus, Quintus",Quintus Curtius Rufus,,Quintus Curtius Rufus,,,Classical,http://lccn.loc.gov/n50034703,https://id.loc.gov/authorities/names/n50034703,n50034703,http://viaf.org/viaf/73866222,Quintus Curtius Rufus,"Curtius Rufus, Quintus","Curcio Rufo, Quinto",Quinte-Curce,"Curtius Rufus, Quintus ca. 1./2. Jh.","Curtius Rufus , Quintus","Curtius Rufus, Quintus činný 1. století",https://www.worldcat.org/identities/lccn-n50034703
91795,"91795 : Curtze, E. L. W. M. (Ernst Ludwig Wilhelm Maximilian), 1837-1903","Curtze, E. L. W. M. (Ernst Ludwig Wilhelm Maximilian), 1837-1903",,,,,,Neo-Latin,https://lccn.loc.gov/c.gov/authorities/names/n84805070,https://id.loc.gov/authorities/names/n84805070,n84805070,http://viaf.org/viaf/125220,,,,Curtze Maximilian 1837-1903,"Curtze, Maximilian 1837-1903",,"Curtze, Maximilian",https://www.worldcat.org/identities/lccn-n84805070
71243,"71243 : Cuthbert, Abbot of Wearmouth","Cuthbert, Abbot of Wearmouth",,Cuthbert,,,,Medieval,http://lccn.loc.gov/nb99072358,https://id.loc.gov/authorities/names/nb99072358,nb99072358,http://viaf.org/viaf/36415002,,,,,,,,https://www.worldcat.org/identities/lccn-nb99072358
71245,"71245 : Cuthbert, Saint, Bishop of Lindisfarne, approximately 635-687","Cuthbert, Saint, Bishop of Lindisfarne, approximately 635-687",Cuthbertus,Cuthbert,,,,Medieval,http://lccn.loc.gov/n84070072,https://id.loc.gov/authorities/names/n84070072,n84070072,http://viaf.org/viaf/264324310,,,,,Cuthbert von Lindisfarne ca. ca. 635-687,,Cuthbertus ca634-687 Lindisfarnenses,https://www.worldcat.org/identities/lccn-n84070072
89416,"89416 : Cuvier, Georges, baron, 1769-1832","Cuvier, Georges, baron, 1769-1832",,,,,,Neo-Latin,https://lccn.loc.gov/n79144758,http://id.loc.gov/authorities/names/n79144758,n79144758,https://viaf.org/viaf/4981028,,,,,,,,
71087,"71087 : Cybeleius, Valentinus, approximately 1490-","Cybeleius, Valentinus, approximately 1490-",Valentinus Cybeleius Varasdiensis,,Hagymási Bálint,,,Neo-Latin,http://lccn.loc.gov/n88049284,https://id.loc.gov/authorities/names/n88049284,n88049284,http://viaf.org/viaf/202639249,,,,,"Cybeleius, Valentinus 16. Jh.",,"Cybeleius, Valentinus 16. Jh",https://www.worldcat.org/identities/lccn-n88049284
89468,"89468 : Cybulski, Stephan, 1858-1937","Cybulski, Stephan, 1858-1937",,,,,,Neo-Latin,https://lccn.loc.gov/no2017028378,http://id.loc.gov/authorities/names/no2017028378,no2017028378,https://viaf.org/viaf/101694568,,,,,,,,
44685,"44685 : Cyprian, Saint","Cyprian, Saint",Cyprianus Antiochensis,Saint Cyprian of Antioch,,,,Classical,http://lccn.loc.gov/n85298389,https://id.loc.gov/authorities/names/n85298389,n85298389,http://viaf.org/viaf/28525835,,,,,,,Cyprian -304 Saint,https://www.worldcat.org/identities/lccn-n85298389
44686,"44686 : Cyprian, Saint, Bishop of Carthage","Cyprian, Saint, Bishop of Carthage",Cyprianus Carthaginensis,Saint Cyprian of Carthage,,,,Classical,http://lccn.loc.gov/n80002958,https://id.loc.gov/authorities/names/n80002958,n80002958,http://viaf.org/viaf/100179090,,"Cyprian, Saint, Bishop of Carthage","Cipriano, Santo, Obispo de Cartago",Cyprien saint 02..-0258,"Cyprianus, Thascius Caecilius 200-258","Cyprianus , Caecilius Thascius ","Cipriano c. 200-258 s., vesc. di Cartagine",https://www.worldcat.org/identities/lccn-n80002958
49603,"49603 : Cyprian, Saint, Bishop of Toulon","Cyprian, Saint, Bishop of Toulon",Cyprianus Tolonensis,"St. Cyprian, Bishop of Toulon",,,,Classical,http://lccn.loc.gov/n2011041333,https://id.loc.gov/authorities/names/n2011041333,n2011041333,http://viaf.org/viaf/266390896,,,,,,,Cyprian of Toulon Bishop of Toulon,https://www.worldcat.org/identities/lccn-n2011041333
49606,49606 : Cyprianus Gallus,Cyprianus Gallus,Cyprianus Gallus,,,,,Classical,http://lccn.loc.gov/nr96043773,https://id.loc.gov/authorities/names/nr96043773,nr96043773,http://viaf.org/viaf/71293232,,"Cyprianus Gallus, active 5th century",,,,,,https://www.worldcat.org/identities/lccn-nr96043773
44688,"44688 : Cyril, Saint, Bishop of Jerusalem","Cyril, Saint, Bishop of Jerusalem",Cyrillus Hierosolymitanus,Saint Cyril of Jerusalem,,,,Classical,http://lccn.loc.gov/n80139106,https://id.loc.gov/authorities/names/n80139106,n80139106,http://viaf.org/viaf/2437490,,,"Cirilo, Santo, Obispo de Jerusalén",Cyrille saint 0315?-0386?,Cyrillus Hierosolymitanus 312-386,Cyrillus : Hierosolymitanus ,Cyrillus santo Hierosolymitanus,https://www.worldcat.org/identities/lccn-n80139106
44687,"44687 : Cyril, Saint, Patriarch of Alexandria","Cyril, Saint, Patriarch of Alexandria",Cyrillus Alexandrinus,Cyril of Alexandria,,,,Classical,http://lccn.loc.gov/n82148014,https://id.loc.gov/authorities/names/n82148014,n82148014,http://viaf.org/viaf/51687951,,,"Cirilo, Santo, Patriarca de Alejandría ca. 370-444",Cyrille saint 0376?-0444,Cyrillus Glossator 5. Jh.,Cyrillus : Alexandrinus ,Cyrillus ca. 380-444 Alexandrinus,
89472,"89472 : Czinár, Mór Pál, 1787-1875","Czinár, Mór Pál, 1787-1875",,,,,,Neo-Latin,,,,https://viaf.org/viaf/121451618,,,,,,,,
